t,n_steps,order,depth,cnot,fidelity,z_l2
1.7000000000000002,16,1,260,240,0.9987198678956922,0.015844107202420146
1.8,16,1,260,240,0.9977522246043105,0.01566087218666227
1.9000000000000001,16,1,260,240,0.9953397556897295,0.01742704582298451
2.0,16,1,260,240,0.9920382715445468,0.018613315943047465
2.1,16,1,260,240,0.9887523818440672,0.02082871140726891
2.2,16,1,260,240,0.9860287867943645,0.025613012851049326
2.3000000000000003,16,1,260,240,0.9838905766591037,0.03323881849163156
2.4000000000000004,16,1,260,240,0.9823566462949184,0.04393251666932566
2.5,16,1,260,240,0.9818359969836739,0.05653576966457489
2.6,16,1,260,240,0.982736502232148,0.06753779196648034
2.7,16,1,260,240,0.9847510078542989,0.07296505061297998
2.8000000000000003,16,1,260,240,0.9868022602615214,0.0711237836348471
2.9000000000000004,16,1,260,240,0.9878032612235622,0.06399852529569688
3.0,16,1,260,240,0.9873988197351867,0.05572308935886217
3.1,16,1,260,240,0.9859950791255546,0.04805887716469094
3.2,16,1,260,240,0.9842415288551795,0.03829453713621945
3.3000000000000003,16,1,260,240,0.982488966245084,0.024273964171819085
3.4000000000000004,16,1,260,240,0.9805004674337314,0.016267542832194108
3.5,16,1,260,240,0.9775708047514698,0.033457175699106854
3.6,16,1,260,240,0.973162981676718,0.057384359798787254
3.7,16,1,260,240,0.9676113407210143,0.08082893420165495
3.8000000000000003,16,1,260,240,0.9619357887966924,0.10207357645211151
3.9000000000000004,16,1,260,240,0.9566460964088571,0.1194781879774907
4.0,16,1,260,240,0.9510278300515849,0.13129028742691912
0.0,32,1,0,0,1.0000000000000022,3.1086244689504387e-15
0.1,32,1,516,480,0.9999992544209275,2.8394687597068218e-05
0.2,32,1,516,480,0.9999895880582457,0.00041884061599365574
0.30000000000000004,32,1,516,480,0.9999573887770478,0.0018481947078408736
0.4,32,1,516,480,0.9998970717101107,0.004799079905752907
0.5,32,1,516,480,0.9998139383936251,0.009031022211390263
0.6000000000000001,32,1,516,480,0.9997175829809741,0.013451583583586741
0.7000000000000001,32,1,516,480,0.999617441993941,0.016540930680455392
0.8,32,1,516,480,0.9995213689237448,0.01720524094905065
0.9,32,1,516,480,0.9994322859419562,0.01578551131591233
1.0,32,1,516,480,0.9993471843788169,0.014738051199831648
1.1,32,1,516,480,0.9992653428132948,0.016589111713515348
1.2000000000000002,32,1,516,480,0.9992006268166141,0.019798359927959128
1.3,32,1,516,480,0.999185615861558,0.02133291280878684
1.4000000000000001,32,1,516,480,0.9992589213799141,0.019792653214127966
1.5,32,1,516,480,0.9994298355686981,0.015584018804072867
1.6,32,1,516,480,0.9996285761961989,0.010660265151801745
1.7000000000000002,32,1,516,480,0.9996897471105209,0.008227992692878851
1.8,32,1,516,480,0.9994283909381313,0.008987112623608004
1.9000000000000001,32,1,516,480,0.9987841581519834,0.009557537814480672
2.0,32,1,516,480,0.9978967367623279,0.008794793501424047
2.1,32,1,516,480,0.9970085424440456,0.008307361611809337
2.2,32,1,516,480,0.996285486860709,0.010169821941212114
2.3000000000000003,32,1,516,480,0.9957600388091856,0.014327717740118063
2.4000000000000004,32,1,516,480,0.9954454731667459,0.020255724400206367
2.5,32,1,516,480,0.9954329570436656,0.027189799760738053
2.6,32,1,516,480,0.9958043106389528,0.033242663650084825
2.7,32,1,516,480,0.9964624333590115,0.03617065717845215
2.8000000000000003,32,1,516,480,0.9971195926295612,0.03483863904484951
2.9000000000000004,32,1,516,480,0.997490618890323,0.030133747848843515
3.0,32,1,516,480,0.9974855259815174,0.02450374845453475
3.1,32,1,516,480,0.9972167730128378,0.019663997539495454
3.2,32,1,516,480,0.9968539240766645,0.014561800631395
3.3000000000000003,32,1,516,480,0.9964702800059938,0.007474479406532674
3.4000000000000004,32,1,516,480,0.9959735604314582,0.00426420187127608
3.5,32,1,516,480,0.9951604592065364,0.0137975620654377
3.6,32,1,516,480,0.9938981137665964,0.02389934417037243
3.7,32,1,516,480,0.9923046950071852,0.03413716357618836
3.8000000000000003,32,1,516,480,0.9907075221596275,0.04483495915501789
3.9000000000000004,32,1,516,480,0.9893687219989827,0.05455225530180263
4.0,32,1,516,480,0.9883236523985671,0.0604858871342542
0.0,1,2,0,0,1.0000000000000022,3.1086244689504387e-15
0.1,1,2,28,24,0.999995993385207,0.0005941431649763197
0.2,1,2,28,24,0.9997450766679168,0.00852417412113038
0.30000000000000004,1,2,28,24,0.9972046243303269,0.035798435052770174
0.4,1,2,28,24,0.9857062005247655,0.08606706941123046
0.5,1,2,28,24,0.9537588232184737,0.14438824817811027
0.6000000000000001,1,2,28,24,0.891088656778749,0.18142128934185536
0.7000000000000001,1,2,28,24,0.7962621628114482,0.1749516905601464
0.8,1,2,28,24,0.6760653211112785,0.1477378851317798
0.9,1,2,28,24,0.5373338948495293,0.17821710903934423
1.0,1,2,28,24,0.3852125958382624,0.24251901625486538
1.1,1,2,28,24,0.23352031823329158,0.26691437825845693
1.2000000000000002,1,2,28,24,0.11072870197540569,0.2847870847738413
1.3,1,2,28,24,0.044915777759253164,0.41523807697194043
1.4000000000000001,1,2,28,24,0.03970825009608425,0.6220247612817145
1.5,1,2,28,24,0.07017710097179669,0.7834546217759395
1.6,1,2,29,24,0.10496550710962513,0.8260631909503805
1.7000000000000002,1,2,29,24,0.12909574035340038,0.7495626336785544
1.8,1,2,29,24,0.14511333967081286,0.6227965779465617
1.9000000000000001,1,2,29,24,0.16020262025056414,0.5338151797956133
2.0,1,2,29,24,0.17930070514589527,0.49526858088227393
2.1,1,2,29,24,0.20726070797253413,0.4513355294451346
2.2,1,2,29,24,0.24867834440896378,0.38715532746866227
2.3000000000000003,1,2,29,24,0.30224637709436547,0.3458308415763249
2.4000000000000004,1,2,29,24,0.35864382385364363,0.3568573188854128
2.5,1,2,29,24,0.40655022093329546,0.3943699657157636
2.6,1,2,29,24,0.43996038781735214,0.4318402650994274
2.7,1,2,29,24,0.45965045102553925,0.4654015602286324
2.8000000000000003,1,2,29,24,0.46987465912697607,0.4995375496404199
2.9000000000000004,1,2,29,24,0.4748975660807726,0.5325183782194572
3.0,1,2,29,24,0.4773058586884114,0.5455560054245724
3.1,1,2,29,24,0.47808556283203185,0.5126872685483947
3.2,1,2,28,24,0.4782053338744239,0.43051987657711277
3.3000000000000003,1,2,28,24,0.48030987192416696,0.3401535792938383
3.4000000000000004,1,2,28,24,0.4884889883511577,0.30178675063098215
3.5,1,2,28,24,0.5053303915671657,0.30388697023811406
3.6,1,2,28,24,0.5267766559941952,0.2908117592702261
3.7,1,2,28,24,0.537567478848389,0.26183665210087403
3.8000000000000003,1,2,28,24,0.5145053585187391,0.24863806945083497
3.9000000000000004,1,2,28,24,0.44290584061399824,0.24949823585573358
4.0,1,2,28,24,0.33560027119406827,0.25154508539084025
0.0,2,2,0,0,1.0000000000000022,3.1086244689504387e-15
0.1,2,2,44,39,0.999999752924947,0.00014824675831295723
0.2,2,2,44,39,0.9999848619747298,0.00211421571339805
0.30000000000000004,2,2,44,39,0.9998431665434856,0.00878578052921115
0.4,2,2,44,39,0.9992531438997488,0.02077455392365797
0.5,2,2,44,39,0.9977736611620193,0.03391084180396031
0.6000000000000001,2,2,44,39,0.9951885151348393,0.040311910683647784
0.7000000000000001,2,2,44,39,0.9916283514500182,0.032881976475707
0.8,2,2,44,39,0.9868917427578922,0.013469098526616144
0.9,2,2,44,39,0.9790857048932127,0.03464425086397284
1.0,2,2,44,39,0.9634591241550925,0.07911631026567514
1.1,2,2,44,39,0.9326684706510089,0.1279560191722949
1.2000000000000002,2,2,44,39,0.8796594624117577,0.17674466339939623
1.3,2,2,44,39,0.8025304604629793,0.21751864223929177
1.4000000000000001,2,2,44,39,0.7069219477255344,0.23974223421833007
1.5,2,2,44,39,0.6010766857105849,0.2387814851244727
1.6,2,2,46,39,0.4870035832308804,0.22191870264983546
1.7000000000000002,2,2,46,39,0.3601130297311141,0.202858087826192
1.8,2,2,46,39,0.22289515810892657,0.19092759227685469
1.9000000000000001,2,2,46,39,0.09780069470665241,0.19530359151491458
2.0,2,2,46,39,0.018299237189080213,0.22526093651146142
2.1,2,2,46,39,0.0012808969249992008,0.26454492411954383
2.2,2,2,46,39,0.030695924003266508,0.28214844495954
2.3000000000000003,2,2,46,39,0.07238962907900466,0.27318646570161026
2.4000000000000004,2,2,46,39,0.10289753964201988,0.27742244345564726
2.5,2,2,46,39,0.12099568697040533,0.32195206326781406
2.6,2,2,46,39,0.1377275989617048,0.3624453140275015
2.7,2,2,46,39,0.16589465737221346,0.3600835240133888
2.8000000000000003,2,2,46,39,0.21792318206116632,0.35022470471927647
2.9000000000000004,2,2,46,39,0.2990822482482087,0.4048435081649477
3.0,2,2,46,39,0.39335032740775117,0.4890461552720648
3.1,2,2,46,39,0.46398857877845257,0.5073600331431021
3.2,2,2,45,39,0.480112071651111,0.4206364190125462
3.3000000000000003,2,2,45,39,0.44163556750839716,0.29457577167553717
3.4000000000000004,2,2,45,39,0.37046690570409146,0.3192384975304052
3.5,2,2,45,39,0.2816458164434808,0.4564476297181709
3.6,2,2,45,39,0.17764783075612767,0.5281696488983334
3.7,2,2,45,39,0.0732626633484118,0.48357717006986645
3.8000000000000003,2,2,45,39,0.00827183115239332,0.3494549617774616
3.9000000000000004,2,2,45,39,0.018597706438237493,0.19726898644714616
4.0,2,2,45,39,0.09765730123392335,0.135379084248574
0.0,4,2,0,0,1.0000000000000027,3.552713678800501e-15
0.1,4,2,76,69,0.9999999846093867,3.7043482542851296e-05
0.2,4,2,76,69,0.9999990657562315,0.0005274670394108666
0.30000000000000004,4,2,76,69,0.9999904522921075,0.0021853644437190537
0.4,4,2,76,69,0.9999552775124823,0.005139731208555407
0.5,4,2,76,69,0.9998690382841349,0.008303568243887716
0.6000000000000001,4,2,76,69,0.9997214584357936,0.009643801330589561
0.7000000000000001,4,2,76,69,0.9995189247575642,0.007339466331599748
0.8,4,2,76,69,0.9992400310257875,0.0030576308036807955
0.9,4,2,76,69,0.9987668281498852,0.011245880160635274
1.0,4,2,76,69,0.9978560112547337,0.02304393391760971
1.1,4,2,76,69,0.996202833211374,0.03432324175242909
1.2000000000000002,4,2,76,69,0.9936006350617561,0.04289756103774422
1.3,4,2,76,69,0.9901008128612794,0.04663049224502379
1.4000000000000001,4,2,76,69,0.9859607837138665,0.0442580880134938
1.5,4,2,76,69,0.9812231645329285,0.03822215433320799
1.6,4,2,76,69,0.9751000792272456,0.03847892920994744
1.7000000000000002,4,2,76,69,0.9656110506142839,0.05513035203836458
1.8,4,2,76,69,0.9497601923229922,0.08788877168441017
1.9000000000000001,4,2,76,69,0.9241993981269788,0.13784785419217307
2.0,4,2,76,69,0.8863272867306616,0.20575295962650195
2.1,4,2,76,69,0.835824798128237,0.28567889240574434
2.2,4,2,76,69,0.7759914633778747,0.3651721498333551
2.3000000000000003,4,2,76,69,0.7134202551017594,0.4292197350689997
2.4000000000000004,4,2,76,69,0.65515824489185,0.4652572675444045
2.5,4,2,76,69,0.6047177018132689,0.46783906089573707
2.6,4,2,76,69,0.5598114089552266,0.441678409026567
2.7,4,2,76,69,0.5135380566253573,0.40159025933497633
2.8000000000000003,4,2,76,69,0.4581062788287561,0.3685237226373748
2.9000000000000004,4,2,76,69,0.3887471269084002,0.36234080578742467
3.0,4,2,76,69,0.30605951369315554,0.39313469992627575
3.1,4,2,76,69,0.21637369371232462,0.45512492759463713
3.2,4,2,80,69,0.13051285492632056,0.5286118452614527
3.3000000000000003,4,2,80,69,0.0612112859615346,0.5889753299442527
3.4000000000000004,4,2,80,69,0.018941559684694544,0.6166525593434891
3.5,4,2,80,69,0.006664804149076135,0.6029035838651813
3.6,4,2,80,69,0.016811713894038023,0.5498455177977795
3.7,4,2,80,69,0.035013869518454865,0.47019685004595635
3.8000000000000003,4,2,80,69,0.04979502838528378,0.39616112364045186
3.9000000000000004,4,2,80,69,0.059240275268177336,0.38476789539350487
4.0,4,2,80,69,0.0668713173190613,0.45515670287231674
0.0,8,2,0,0,1.000000000000003,3.9968028886505635e-15
0.1,8,2,140,129,0.9999999990389015,9.25973051054886e-06
0.2,8,2,140,129,0.9999999417934207,0.00013179831550497856
0.30000000000000004,8,2,140,129,0.9999994071511203,0.0005456373655658112
0.4,8,2,140,129,0.9999972342244002,0.0012814783453981263
0.5,8,2,140,129,0.9999919354244202,0.0020646962378833953
0.6000000000000001,8,2,140,129,0.9999829107916332,0.0023834632748578944
0.7000000000000001,8,2,140,129,0.9999705351274003,0.0017828347013873664
0.8,8,2,140,129,0.9999534097142673,0.0007903007769484927
0.9,8,2,140,129,0.9999244234223604,0.002935656733334019
1.0,8,2,140,129,0.9998696817277973,0.005841977655695965
1.1,8,2,140,129,0.9997730724962482,0.008467036422638723
1.2000000000000002,8,2,140,129,0.9996254836281908,0.010239384465484466
1.3,8,2,140,129,0.9994316450029602,0.010756773885571908
1.4000000000000001,8,2,140,129,0.9992020007282786,0.01004320610044127
1.5,8,2,140,129,0.9989238498697487,0.009129549608931932
1.6,8,2,140,129,0.9985284656720849,0.010206878054529881
1.7000000000000002,8,2,140,129,0.9978833717996785,0.014866127560518116
1.8,8,2,140,129,0.9968188017017068,0.023889034193789387
1.9000000000000001,8,2,140,129,0.9951728633824395,0.03787777443231315
2.0,8,2,140,129,0.992851536929892,0.055655823957205315
2.1,8,2,140,129,0.9899127332420308,0.07379667010106307
2.2,8,2,140,129,0.9866280386758948,0.08775346022065213
2.3000000000000003,8,2,140,129,0.9834000584635129,0.09382109523723657
2.4000000000000004,8,2,140,129,0.9804765643199346,0.09137522471524086
2.5,8,2,140,129,0.9776216179356595,0.0844958405784969
2.6,8,2,140,129,0.974033822919132,0.08037989209615615
2.7,8,2,140,129,0.9686347082657196,0.08169936017004599
2.8000000000000003,8,2,140,129,0.9605430412432121,0.08298727552790996
2.9000000000000004,8,2,140,129,0.9494416882335285,0.08087135487123263
3.0,8,2,140,129,0.9356821765842297,0.08340891481120939
3.1,8,2,140,129,0.9201002438403324,0.09997249910804078
3.2,8,2,140,129,0.9035329591324708,0.12081224857976959
3.3000000000000003,8,2,140,129,0.8861434323681292,0.12711855365408348
3.4000000000000004,8,2,140,129,0.8669324640549411,0.10704226809370872
3.5,8,2,140,129,0.8438918387103449,0.06485224079385976
3.6,8,2,140,129,0.8148639106134578,0.059138445419437115
3.7,8,2,140,129,0.7786577836340818,0.12263112946589176
3.8000000000000003,8,2,140,129,0.7358787233260344,0.18558927160173624
3.9000000000000004,8,2,140,129,0.6892107114230698,0.2243113006180125
4.0,8,2,140,129,0.6430328799524884,0.23232447580949175
0.0,16,2,0,0,1.0000000000000049,5.773159728050815e-15
0.1,16,2,268,249,0.9999999999399307,2.3148613338127047e-06
0.2,16,2,268,249,0.9999999963649735,3.2945293212537756e-05
0.30000000000000004,16,2,268,249,0.9999999630072808,0.00013636518879383042
0.4,16,2,268,249,0.999999827593632,0.0003201524461718637
0.5,16,2,268,249,0.9999994978202449,0.0005154701256103237
0.6000000000000001,16,2,268,249,0.9999989368252095,0.0005941451646675767
0.7000000000000001,16,2,268,249,0.9999981676870822,0.00044250992329610895
0.8,16,2,268,249,0.9999971023367772,0.00019966527301720286
0.9,16,2,268,249,0.9999953011196684,0.0007410717340728312
1.0,16,2,268,249,0.9999919166083002,0.0014640535455353733
1.1,16,2,268,249,0.99998598555036,0.0021072953528527365
1.2000000000000002,16,2,268,249,0.9999769894644902,0.0025278917352586916
1.3,16,2,268,249,0.9999652315039098,0.002636241071414827
1.4000000000000001,16,2,268,249,0.9999512640259016,0.0024607649644855295
1.5,16,2,268,249,0.9999340854637533,0.0022726484024503026
1.6,16,2,268,249,0.9999092376871389,0.002578146261768709
1.7000000000000002,16,2,268,249,0.9998685929695955,0.0037599851621368733
1.8,16,2,268,249,0.9998021974443877,0.006072163282035276
1.9000000000000001,16,2,268,249,0.9997010513060487,0.009619230000377543
2.0,16,2,268,249,0.9995606757325445,0.013976914104691485
2.1,16,2,268,249,0.9993861085028724,0.018175620402637406
2.2,16,2,268,249,0.9991950399024211,0.021054815728314264
2.3000000000000003,16,2,268,249,0.9990111220226957,0.021821425696177944
2.4000000000000004,16,2,268,249,0.9988448327035615,0.020656665034154885
2.5,16,2,268,249,0.9986742302553947,0.019010656913306497
2.6,16,2,268,249,0.9984444662950543,0.018557318008703413
