t,n_steps,order,depth,cnot,fidelity,z_l2
2.7,16,2,268,249,0.99809050999182,0.018812829903977358
2.8000000000000003,16,2,268,249,0.9975667774172118,0.017629448945504445
2.9000000000000004,16,2,268,249,0.9968641980479342,0.014660421047956819
3.0,16,2,268,249,0.9960086671992838,0.014116939974701738
3.1,16,2,268,249,0.9950433841023069,0.018892523885166733
3.2,16,2,268,249,0.9939968537789484,0.023070309338620042
3.3000000000000003,16,2,268,249,0.9928460628963255,0.021151400489277754
3.4000000000000004,16,2,268,249,0.9915009011794992,0.01225831541178005
3.5,16,2,268,249,0.9898326176645451,0.014288527019702022
3.6,16,2,268,249,0.9877363268152202,0.034158170219156916
3.7,16,2,268,249,0.9851919427914165,0.05296837293732735
3.8000000000000003,16,2,268,249,0.9822980494216227,0.06356528142974101
3.9000000000000004,16,2,268,249,0.9792689428334767,0.06247509897786592
4.0,16,2,268,249,0.9763716732998007,0.050839498385099255
0.0,32,2,0,0,1.0000000000000053,6.2172489379008774e-15
0.1,32,2,524,489,0.9999999999962388,5.787108803828575e-07
0.2,32,2,524,489,0.9999999997728264,8.236055332398277e-06
0.30000000000000004,32,2,524,489,0.9999999976889102,3.40885350367855e-05
0.4,32,2,524,489,0.9999999892317322,8.002452130845018e-05
0.5,32,2,524,489,0.9999999686426413,0.00012882347238407621
0.6000000000000001,32,2,524,489,0.9999999336278278,0.00014842871695168604
0.7000000000000001,32,2,524,489,0.999999885624245,0.0001104284045815437
0.8,32,2,524,489,0.999999819118685,5.0053255223891226e-05
0.9,32,2,524,489,0.9999997067100133,0.00018570596489403358
1.0,32,2,524,489,0.9999994957628685,0.0003662138552418998
1.1,32,2,524,489,0.9999991267475948,0.0005262003835647839
1.2000000000000002,32,2,524,489,0.9999985680233422,0.0006299600909628704
1.3,32,2,524,489,0.9999978386015911,0.0006558144831165621
1.4000000000000001,32,2,524,489,0.9999969714253412,0.0006122620088578743
1.5,32,2,524,489,0.999995900842375,0.0005677038186957547
1.6,32,2,524,489,0.9999943462534407,0.0006459738839052408
1.7000000000000002,32,2,524,489,0.999991802977201,0.0009424474654918054
1.8,32,2,524,489,0.999987660056537,0.0015239402650328894
1.9000000000000001,32,2,524,489,0.9999813729658802,0.0024127756751838635
2.0,32,2,524,489,0.9999726836338505,0.0034946177298234827
2.1,32,2,524,489,0.999961928433678,0.004520755587585245
2.2,32,2,524,489,0.9999502220090143,0.005201128051061158
2.3000000000000003,32,2,524,489,0.9999390158550775,0.005348019593102106
2.4000000000000004,32,2,524,489,0.9999288886235308,0.005029698177394824
2.5,32,2,524,489,0.9999183746017921,0.004632115021050955
2.6,32,2,524,489,0.9999040103594579,0.004549490082937021
2.7,32,2,524,489,0.9998818165471293,0.004585711395139619
2.8000000000000003,32,2,524,489,0.99984912594127,0.004178268568901103
2.9000000000000004,32,2,524,489,0.9998055432148591,0.0032938369850516167
3.0,32,2,524,489,0.9997527306869527,0.003191625949556781
3.1,32,2,524,489,0.9996932463086764,0.004521819106082037
3.2,32,2,524,489,0.9996285851837685,0.005521008350545913
3.3000000000000003,32,2,524,489,0.9995570503542245,0.004900570772738303
3.4000000000000004,32,2,524,489,0.9994730536816622,0.0029327200658926665
3.5,32,2,524,489,0.9993691013242754,0.00475004301664845
3.6,32,2,524,489,0.9992396393630685,0.009774554686147605
3.7,32,2,524,489,0.9990845447328998,0.014155711510434713
3.8000000000000003,32,2,524,489,0.9989108352090185,0.016188561458233275
3.9000000000000004,32,2,524,489,0.9987319353800191,0.015189221603360196
4.0,32,2,524,489,0.9985628461994953,0.01196993670084214
